Name,Brand,Button,Collaborazione,Copertina,Copy,Data di pubblicazione,Data di registrazione,Formato,Reference,Script,Social,Soggetto,Stato,Tipologia contenuto
NEOGELA: premi per comporre la scatola più velocemente,Neogela,,,Aiutaci a preparare la tua scatola,Abbiamo bisogno di te 😄,07/07/2025,,Reel,,,"Facebook, Instagram, TikTok, Youtube",,✅ Pubblicato,Trend
"NEOGELA: in     ",Neogela,,,,"Conserva Neogela nella tua dispensa: in un luogo asciutto e lontano da fonti dirette di calore. Non è necessario metterlo in frigo, vicino al caffè andrà benissimo. 
Una volta aperta la confezione, consuma il contenuto entro 12 mesi. ",11/08/2025,,Carosello,,,"Facebook, Instagram, TikTok, Youtube",,✅ Pubblicato,Consigli
LYNUP: scorri per riempire la capsula di tutti i nutrienti essenziali per le tue ossa,,,,,scorri per riempire la capsula e scopri tutti i nutrienti essenziali per le tue ossa🦴,11/08/2025,,Carosello,,,"Facebook, Instagram, TikTok, Youtube",,🗓️ Programmato,Differenziazione
"NEOGELA: Intervista partecipante progetto ",Neogela,,,,,,,Reel,,,"Facebook, Instagram, TikTok, Youtube",,💡 Idea,Intervista
NEOGELA: intervista cliente Neogela,Neogela,,,,,,,Reel,,,"Facebook, Instagram, TikTok, Youtube",,💡 Idea,Intervista
"NEOGELA: 4 prodotti Neogela ",Neogela,,,,,10/11/2025,,Reel,https://www.instagram.com/p/DJGvo6XgwuS/,,"Facebook, Instagram, TikTok, Youtube",,🗓️ Programmato,Trend
NEOGELA: 0 problemi,Neogela,,,,,,05/12/2025,Reel,https://www.instagram.com/p/DK-HBbnRD1X/,,"Facebook, Instagram, TikTok, Youtube",,Spostato in Notion MUVI Lab,Trend
LYNUP: metti le dita qui,,,,,,,17/11/2025,Reel,https://www.instagram.com/p/DEm6pwGy2Nf/,,"Facebook, Instagram, TikTok",,💡 Idea,Trend
NEOGELA: la coppia perfetta,Neogela,,,schermata completa con le scritte,"Non c’è accoppiata migliore per la salute delle tue ossa 😉
Scopri la promo attiva online fino al 28 ottobre (link in bio 🔥)",22/10/2025,15/09/2025,Reel,https://www.instagram.com/p/DJOVnmSACg4/,,"Facebook, Instagram, TikTok, Youtube",,🗓️ Programmato,Trend
NEOGELA: prepariamo i pacchi,Neogela,,,Prepariamo i vostri ordini,Vi siete mai chiesti cosa accade dietro le quinte una volta inviato il vostro ordine Neogela? 👀,15/09/2025,,Reel,https://www.instagram.com/p/DIxKdWBtoVb/,,"Facebook, Instagram, TikTok, Youtube",,✅ Pubblicato,Trend
LYNUP: buco nel foglio (collegato a promo),,,,"Promo per il mese dell’Osteoporosi 
-20% + spedizione gratuita","Celebriamo il mese dell’Osteoporosi con un’offerta speciale: Lynup è ulteriormente scontato del 20% e la spedizione è gratuita! 🤩

Comincia oggi a proteggere le tue ossa: corri sul sito e scopri la promo 👉 www.mylynup.com",08/10/2025,15/09/2025,Reel,https://www.instagram.com/p/DEc6eGYCFRG/,,"Facebook, Instagram, TikTok",,✅ Pubblicato,Trend
LYNUP: emoticon,,,,"Perché scegliere Lynup ","✅ Ti aiuta a integrare i micronutrienti essenziali per le tue ossa
✅ Supporta il tuo metabolismo osseo completando la tua dieta
✅ Riduce il rischio di fragilità ossea e problemi articolari

Lynup è naturale e contiene solo ingredienti di origine vegetale. 

Basta un semplice gesto quotidiano per proteggere le tue ossa 💜",08/09/2025,,Reel,https://www.instagram.com/p/DJQ3gmgslrq/,,"Facebook, Instagram, TikTok",,✅ Pubblicato,Trend
LYNUP: jackpot,,,,,,,,Reel,https://www.instagram.com/p/DGiL4KoSkQs/,,"Facebook, Instagram, TikTok",,💡 Idea,Trend
LYNUP: barattolo stappato,,,,,,,,Reel,https://www.instagram.com/p/DIbsZybsV7m/,,"Facebook, Instagram, TikTok",,💡 Idea,Trend
"LYNUP: la tua giornata per ossa forti ",,,,,,,,Reel,,,"Facebook, Instagram, TikTok",,💡 Idea,Consigli
LYNUP: 5 falsi miti sulla salute ossea,,,,5 falsi miti sulla salute ossea,"Ecco 5 falsi miti sulla salute ossea 🦴

❌ Più calcio assumi, più saranno forti le tue ossa - Non è solo una questione di calcio, assumere tanto calcio non serve a nulla se poi questo non viene assorbito correttamente e non si fissa nella ossa. È una questione di equilibrio tra i giusti micronutrienti. 
❌ Basta la vitamina D per salvare le tue ossa - La vitamina D aiuta ad assorbire il calcio, ma se non si combina l’azione della vitamina K2 che aiuta a fissarlo nella ossa potrebbe andare disperso. Inoltre è importante nutrire anche la parte interna dell’osso con la giusta integrazione proteica!
❌ L’osteoporosi colpisce solo gli anziani - L’osteoporosi è collegata a diversi fattori: familiarità, assunzione di particolari farmaci, abitudini di vita scorrette… Anche soggetti giovani possono sviluppare fragilità ossea. 
❌ Se mangio bene, gli integratori non mi servono - Mangiare bene può non essere sufficiente se non si mangiano i giusti cibi e talvolta può essere difficile con la sola dieta soddisfare l’aumentato fabbisogno di nutrienti tipico dell’osteoporosi. Inoltre alcuni nutrienti non sono così facili da reperire nei cibi!
❌ Basta camminare per contrastare l’osteoporosi - La camminata è sicuramente una buona abitudine, ma ciò che più aiuta l’aumento della massa ossea è l’applicazione di carichi. Ovviamente adattati alla condizione della persona su consiglio di uno specialista. 

E tu? Conoscevi questi 5 falsi miti? 🤔",11/09/2025,,Reel,,,"Facebook, Instagram, TikTok",,✅ Pubblicato,Falso mito
LYNUP: falso mito sul calcio,,,,"Falso mito sul calcio ","Più calcio assumi, più le tue ossa diventano forti ❌

Questo è uno dei grandi falsi miti sulla salute ossea, perché la questione non è solo assumere calcio ma soprattutto
➡️ quanto ne assumi (la giusta dose è importante)
➡️ quanto ne assimili 
➡️ e quanto si deposita dove è necessario 

E per far funzionare il processo al completo non basta consumare latticini. 
Servono altri nutrienti come magnesio, silicio e vitamina K2 pronti a lavorare per favorire un corretto assorbimento e una corretta deposizione, evitando problemi ai tessuti molli. 💪

E tu lo sapevi? Seguici per scoprire come ottenere davvero risultati per la tua salute ossea 💜",19/12/2025,,Reel,,,"Facebook, Instagram, TikTok",,🗓️ Programmato,Falso mito
LYNUP: falso mito sulla vitamina D,,,,Falso mito sulla vitamina D,"Vitamina D e hai salvato le tue ossa ❌
Ecco il primo grande falso mito su questa vitamina. 

Tutti sanno che la vitamina D fa bene alle ossa. 
Qualcuno conosce anche il suo ruolo specifico e sa che la vitamina D serve per assorbire il calcio. 

Pochissimi sanno però che questo non basta. 🤔
Non basta perché se il calcio non va poi a finire nel posto giusto, rischia di accumularsi dove non dovrebbe. 

Ecco perché un’integrazione completa che sia davvero utile alle tue ossa non dovrebbe prevedere solo la vitamina D. E tu lo sapevi? 

Scrivilo nei commenti 🗨️",23/10/2025,,Reel,,,"Facebook, Instagram, TikTok",,🗓️ Programmato,Falso mito
LYNUP: i sintomi più comuni della menopausa,,,,,,,,Reel,,,"Facebook, Instagram, TikTok",,💻 Da montare,Informativo
LYNUP: come posso accorgermi di avere l’osteoporosi?,,,,Come scoprire l’osteoporosi in tempo,"“La malattia silenziosa”, così viene chiamata l’osteoporosi. 

La perdita di massa ossea non dà sintomi evidenti, fino a che non appaiono dolori cronici o ci si frattura in seguito a banali gesti quotidiani. 
È per questo che l’osteoporosi viene scoperta in moltissimi casi troppo tardi, quando lo stadio è già avanzato. 

La prevenzione è fondamentale: controllare la propria salute ossea con un esame specifico chiamato MOC, è fondamentale per accorgersi dell’osteoporosi prima che sia troppo tardi. 

Quando farla? 
➡️ Se sei in menopausa
➡️ Se hai casi osteoporosi in famiglia
➡️ Se hai malattie croniche e/o assumi farmaci come cortisonici o tiroidei
➡️ Se hai avuto una frattura inaspettata

E tu? Hai mai fatto la MOC? Chiedi al tuo medico se è il momento di farla!",09/10/2025,29/08/2025,Reel,,,"Facebook, Instagram, TikTok",,✅ Pubblicato,Domande dal blog
LYNUP: chi sono i soggetti a rischio fragilità ossea?,,,,"Chi è più a rischio fragilità ossea? ","➡️ Donne in menopausa
➡️ Persone che hanno casi di osteoporosi in famiglia
➡️ Persone che assumono specifici farmaci per lunghi periodi

➡️ Ma anche giovani dopo i 30 anni con uno stile di vita scorretto

Ecco i soggetti più a rischio fragilità ossea. 
Se fai parte di una di queste categorie e vuoi sapere come proteggerti, segui la pagina 💜",14/08/2025,,Reel,,,"Facebook, Instagram, TikTok",,✅ Pubblicato,Informativo
LYNUP: il ciclo di vita delle ossa,,,,Il ciclo di vita delle ossa,"C’è un momento in cui le tue ossa formano tessuto a tutta velocità ma arriva anche la fase in cui questa formazione rallenta per lasciare spazio alla perdita di massa ossea. 

Adottare delle buone abitudini quotidiane e integrare i giusti nutrienti può aiutarti a rallentare questa perdita e preservare la tua salute ossea. 

E tu? Ti prendi cura delle tue ossa? Scrivilo nei commenti e segui il canale per non perderti i nostri consigli di salute 💜",04/09/2025,,Reel,,,"Facebook, Instagram, TikTok",,✅ Pubblicato,Informativo
LYNUP: dove posso trovare il vostro prodotto,,,,,,,29/08/2025,Reel,,,"Facebook, Instagram, TikTok",,💻 Da montare,Domande dal blog
LYNUP: domanda sul prodotto,,,,"Quale tra i seguenti ingredienti aiuta a fissare il calcio nelle ossa? (potrebbe essere una rubrica “Chi vuol essere sano”)  ","Se segui la nostra pagina, saprai rispondere a questa domanda 😉
E se non hai saputo la risposta, è il momento di seguirci 😎",29/09/2025,15/09/2025,Reel,https://www.instagram.com/reel/DLXI-prp5fL/?id=3663436311624652747_9261751706&fbclid=IwY2xjawLUqABleHRuA2FlbQIxMQBicmlkETFPVTBneXl4MlFPNEtRM0c4AR4XhZLkR3lWCasS_-17AWyxCUM04vy9gCOVzSdUdLnyOdziTA1tFfzUlS5WZw_aem__454yZ5EImw7ntatcB2iVg,,"Facebook, Instagram, TikTok",,✅ Pubblicato,Trend
LYNUP: piramide di blocchi,,,,,,,,Reel,https://www.instagram.com/reel/DFgjRwUO1qP/?id=3557998857360726671_64765967749&fbclid=IwY2xjawLUqEhleHRuA2FlbQIxMQBicmlkETFPVTBneXl4MlFPNEtRM0c4AR7u8cVzu1XXSKmVOT7isFgzkX8FkwtSSDfLXjU04jRhdO8N-CKpDGyrQjHiiw_aem_sM9svjXRvC6pWNWoojK_cQ,,"Facebook, Instagram, TikTok",,💡 Idea,Trend
LYNUP: chi siamo?,,,,,,14/07/2025,,Storia,,,"Facebook, Instagram, TikTok, Youtube",,✅ Pubblicato,
"Lynup: Il nostro prodotto ",,,,,,20/08/2025,,Storia,,,"Facebook, Instagram, TikTok, Youtube",,✅ Pubblicato,
LYNUP : recensioni,,,,,,29/07/2025,,Storia,,,"Facebook, Instagram, TikTok, Youtube",,✅ Pubblicato,
LYNUP : Domande frequeni,,,,,,13/08/2025,,Storia,,,"Facebook, Instagram, TikTok, Youtube",,✅ Pubblicato,
LYNUP: barattolo con caratteristiche e ingredienti,,,,schermata completa,"Cos’è Lynup? 
La formula di vitamine e minerali essenziali per la tua salute ossea e articolare. 
✅ 100% naturale
✅ con ingredienti di origine vegetale
✅ senza additivi",19/08/2025,,Reel,,,"Facebook, Instagram, TikTok",,✅ Pubblicato,Trend
"NEOGELA: unboxing ASMR packaging ",Neogela,,,,,,27/10/2025,Reel,,,"Facebook, Instagram, TikTok, Youtube",,Spostato in Notion MUVI Lab,ADS
"LYNUP: secondo falso mito sulla vitamina D ",,,,,,,16/10/2025,Reel,,,"Facebook, Instagram, TikTok",,💻 Da montare,Falso mito
NEOGELA: CHI SIAMO,Neogela,,,,,28/07/2025,,Storia,,,"Facebook, Instagram, TikTok, Youtube",,✅ Pubblicato,
NEOGELA: I NOSTRI PRODOTTI,Neogela,,,,,04/08/2025,,Storia,,,"Facebook, Instagram, TikTok, Youtube",,✅ Pubblicato,
NEOGELA: DOMANDE FREQUENTI,Neogela,,,,,20/08/2025,,Storia,,,"Facebook, Instagram, TikTok, Youtube",,✅ Pubblicato,
NEOGELA: CONSULENZA,Neogela,,,,,27/08/2025,,Storia,,,"Facebook, Instagram, TikTok, Youtube",,✅ Pubblicato,
NEOGELA: RECENSIONI,Neogela,,,,,13/08/2025,,Storia,,,"Facebook, Instagram, TikTok, Youtube",,✅ Pubblicato,
LYNUP:  Lynup può aiutarti se,,,,-,Scorri e scopri se Lynup può aiutare anche le tue ossa 😉,15/09/2025,,Carosello,,,"Facebook, Instagram, TikTok, Youtube",,✅ Pubblicato,Differenziazione
NEOGELA: Reel 1 da video YouTube Osteoporosi Maschile,Neogela,,,"Osteoporosi maschile (magari facciamo un format di copertina un po’ diverso per questi video estratti da quelli youtube, anche un format con copertina chiara)","L’osteoporosi maschile è una forma più rara ma non per questo da sottovalutare. 
Il Dottor Zeggio ci racconta quali sono i fattori che possono dare origine a questa patologia nell’uomo 🩺

👉 Video completo sul canale YouTube Neogela",05/08/2025,,Reel,,,"Facebook, Instagram, TikTok, Youtube",,✅ Pubblicato,Informativo
NEOGELA: Reel 2 da video YouTube Osteoporosi Maschile,Neogela,,,,,,,Reel,,,"Facebook, Instagram, TikTok, Youtube",,Spostato in Notion MUVI Lab,Informativo
LYNUP: quali vitamine e minerali servono alle ossa?,,,,schermata con la domanda iniziale,"Ecco le 5 vitamine e minerali che servono davvero alle tue ossa: 
Vitamina C
Vitamina K2
Calcio
Magnesio
Silicio

E le trovi tutte dentro Lynup 😉",13/10/2025,15/09/2025,Reel,,,"Facebook, Instagram, TikTok",,✅ Pubblicato,Trend
LYNUP: ruota della fortuna,,,,,,,,Reel,,,"Facebook, Instagram, TikTok",,💡 Idea,Trend
LYNUP: telecomando,,,,Accendi la tua salute ossea (con immagine telecomando sotto),Vuoi mantenere in salute le tue ossa e articolazioni? Scegli il canale (e l’integratore) giusto 👀,01/09/2025,,Reel,https://www.instagram.com/reel/DH-zjBaNjTg/?igsh=and1NDJqdnM4MWNq,,"Facebook, Instagram, TikTok",,✅ Pubblicato,Trend
"LYNUP: lunedì, martedì, mercoledì",,,,schermata con prodotto e frase finale,Ormai è una routine quotidiana 😉,22/09/2025,,Reel,https://www.instagram.com/reel/DI8rTTiyZFk/?igsh=Z2QxMTVmaWtib3Nv,,"Facebook, Instagram, TikTok",,✅ Pubblicato,Trend
"LYNUP: 5 note telefono ",,,,schermata completa,"Conosci già i benefici che può darti Lynup? 🧐
Ecco cosa puoi ottenere ogni giorno grazie al suo mix di vitamine e minerali 

✅ Favorisci il corretto metabolismo osseo
✅ Supporti ossa e articolazioni
✅ Completi la tua dieta
✅ Integri con un semplice gesto
✅ Non appesantisci l’organismo",27/10/2025,,Reel,https://www.instagram.com/reel/DHTcSQKS2RY/?igsh=MW9rZ3BtdHIxbHc3NQ==,,"Facebook, Instagram, TikTok",,🗓️ Programmato,Trend
LYNUP: crucipuzzle,,,,schermata iniziale,Giochiamo insieme: sei riuscito a trovare tutti gli ingredienti? 😁,17/11/2025,,Reel,,,"Facebook, Instagram, TikTok",,🗓️ Programmato,Trend
LYNUP: Bottiglietta,,,,,,,,Reel,https://www.instagram.com/p/DG4uWPROKYS/,,"Facebook, Instagram, TikTok, Youtube",,💡 Idea,Trend
Messaggio magico,,,,,,,,Reel,https://www.instagram.com/p/DIS36WPTEbd/,,"Facebook, Instagram, TikTok, Youtube",,💡 Idea,Trend
LYNUP: Scompare in ufficio - Promo Black Friday,,,,Schermata finale e aggiungiamo il titolo “Offerta Black Friday”,"Un’offerta così potrebbe farti sentire male 😵

Corri sul sito Lynup: è finalmente arrivata l’offerta Black Friday. 
Acquista 2 confezioni e usa il codice 50BF2: otterrai la seconda confezione a metà prezzo 🤩 ma solo fino al 1 dicembre!

Cosa aspetti? Il tuo mix di vitamine e minerali per le ossa è pronto per farsi acchiappare 🏃

Link in bio 🔗",28/11/2025,16/10/2025,Reel,https://www.instagram.com/p/DMPQ4czJ1gM/,,"Facebook, Instagram, TikTok, Youtube",,🗓️ Programmato,Trend
LYNUP: errori alimentari più comuni in menopausa,,,magi.silvana,Gli errori alimentari più comuni in menopausa,"Sei in menopausa? Non fare questi errori alimentari ❌

La Dott.ssa @magi.silvana, biologa nutrizionista, ci parla dei più frequenti errori alimentari in menopausa e delle ripercussioni che possono determinare non solo sul fisico, ma anche sull’umore!

Se ti riconosci in uno di questi comportamenti, segnati i consigli della dottoressa e segui la pagina 😉",02/10/2025,29/08/2025,Reel,,,"Facebook, Instagram, TikTok",,✅ Pubblicato,Intervista
LYNUP: come ridurre l’infiammazione in menopausa,,,@magi.silvana,Come ridurre l’infiammazione in menopausa,"Sapevi che la menopausa rende l’organismo più vulnerabile ed esposto a stati infiammatori? 🤒

Spesso pensiamo che dolori articolari e stanchezza siano semplici sintomi dovuti all’avanzare del tempo. E se invece si trattasse di infiammazione sistemica legata alla menopausa?

La dottoressa @magi.silvana ci illustra 4 tecniche da poter adottare ogni giorno per ridurre lo stato infiammatorio ed alleviare i sintomi che ne derivano: 

✅ Ridurre zuccheri raffinati e alimenti ultra-processati
✅ Consumare alimenti ricchi di omega 3
✅ Assumere frutta e verdura di stagione
✅ Assicurare il corretto apporto di vitamina D e magnesio

Vuoi capire come gestire i sintomi della menopausa grazie ad uno stile di vita alimentare adatto? Salva questo video e segui la pagina per altri consigli 💜",13/11/2025,29/08/2025,Reel,,,"Facebook, Instagram, TikTok",,🗓️ Programmato,Consigli
LYNUP: esempio di pasto bilanciato e salutare per le ossa,,,@magi.silvana,Pasto completo e bilanciato per le tue ossa,"Vuoi un esempio di pasto bilanciato e salutare per le tue ossa? 🥗

La Dottoressa @magi.silvana, biologa nutrizionista, ci insegna una ricetta gustosa e completa da inserire nella propria dieta per prendersi cura delle proprie ossa anche a tavola: 
➡️trancio di salmone al forno o legumi 
➡️ contorno di cime di rapa o rucola
➡️ una porzione di patate dolci o quinoa
➡️ semi di sesamo o parmigiano per condire
➡️ acqua con succo di limone o una mela a fine pasto

Salva il video e provala anche tu 😋",16/10/2025,29/08/2025,Reel,,,"Facebook, Instagram, TikTok",,✅ Pubblicato,Consigli
LYNUP: quanto calcio assumere ogni giorno e da quali fonti,,,@magi.silvana,Quanto calcio assumere ogni giorno?,"Quanto calcio dovrei assumere ogni giorno? 🤔
Il fabbisogno può variare in base alla fase della vita o alla presenza di particolari condizioni.

La Dott.ssa @magi.silvana, biologa nutrizionista, ci aiuta a capire come cambia il fabbisogno di calcio e quali sono le fonti da cui possiamo ricavarne ogni giorno una buona dose. 🥦

Non sai da dove partire? Comincia a prestare attenzione a ciò che consumi abitualmente. 
E se ti serve aiuto per capire se necessiti di integrare una dose aggiuntiva di calcio, un consulto nutrizionale può fare al caso tuo 😉",09/12/2025,29/08/2025,Reel,,,"Facebook, Instagram, TikTok",,🗓️ Programmato,Informativo
LYNUP: 5 consigli alimentari per la menopausa,,,,,,,29/08/2025,Reel,,,"Facebook, Instagram, TikTok",,💻 Da montare,Consigli
NEOGELA: il ruolo del cortisolo sulla salute ossea e alimenti che aiutano a regolare i suoi livelli,Neogela,,,,,,29/08/2025,Reel,,,"Facebook, Instagram, TikTok, Youtube",,Spostato in Notion MUVI Lab,Informativo
NEOGELA: che differenza c’è tra il collagene e le comuni proteine che assumiamo con la dieta,Neogela,,,,,,29/08/2025,Reel,,,"Facebook, Instagram, TikTok, Youtube",,Spostato in Notion MUVI Lab,Informativo
NEOGELA: latticini in osteoporosi: sì o no?,Neogela,,,,,19/11/2025,29/08/2025,Reel,,,"Facebook, Instagram, TikTok, Youtube",,✅ Pubblicato,Domande dal blog
NEOGELA: il ruolo del nutrizionista nella gestione dell’osteoporosi,Neogela,,magi.silvana,Osteoporosi: come può aiutarti il nutrizionista,"Hai idea di quante strategie alimentari possono aiutarti concretamente a combattere l’osteoporosi ogni giorno? 
È per questo che la figura del nutrizionista può fare la differenza in un percorso di trattamento completo aiutandoti a scegliere i giusti alimenti e non solo!

La Dottoressa @magi.silvana, Biologa nutrizionista, ci svela tutti i comportamenti che una figura specializzata può aiutarti ad affinare. 

E tu? Segui un piano alimentare ben costruito? 

Se non sai da dove partire, seguici 💙 
Parliamo di come migliorare la salute ossea naturalmente, giorno dopo giorno. ",06/10/2025,29/08/2025,Reel,,,"Facebook, Instagram, TikTok, Youtube",,✅ Pubblicato,Informativo
NEOGELA: errori alimentari che possono portare all’osteoporosi,Neogela,,,,,,29/08/2025,Reel,,,"Facebook, Instagram, TikTok, Youtube",,Spostato in Notion MUVI Lab,Informativo
NEOGELA: 5 abitudini alimentari sì o no,Neogela,,,,,,29/08/2025,Reel,https://www.instagram.com/p/DGieBQvMpkU/,,"Facebook, Instagram, TikTok, Youtube",,Spostato in Notion MUVI Lab,Informativo
LYNUP: video sensibilizzazione osteoporosi (da pubblicare ad Ottobre per la Giornata Mondiale dell’Osteoporosi),,,,"Giornata Mondiale dell’Osteoporosi
Proteggi le tue ossa","È una malattia che non fa rumore. 
Fino a quando non avviene una frattura. 
E solo quando ci si frattura si scopre che l’osteoporosi era lì già da tempo. 

Eppure non è così che dovrebbe essere. Dovremmo sapere come proteggere le nostre ossa sin dalla giovane età. 🤝

✅ Alimentazione corretta, attività fisica adeguata e integrazione dei giusti nutrienti sono tutti comportamenti che possono aiutarti a prevenire e combattere la fragilità ossea. 

Controlli regolari con la MOC inoltre ti permettono di sapere regolarmente come stanno le tue ossa. 

E tu hai mai fatto una MOC? Ti prendi cura delle tue ossa ogni giorno? 🗨️
Ad Ottobre, mese dell’Osteoporosi e della prevenzione, potrebbe essere il momento giusto per cominciare 💪",20/10/2025,15/09/2025,Reel,,,"Facebook, Instagram, TikTok",,🗓️ Programmato,Informativo
NEOGELA: bustina che appare dallo schermo,Neogela,,,,,,,Reel,https://www.tiktok.com/@musemotion.studio/video/7537584133795597586,,"Facebook, Instagram, TikTok, Youtube",,💡 Idea,Trend
NEOGELA: vediamo dove ci porta il vento,Neogela,,,,,,,Reel,https://www.tiktok.com/@promowithbrandito/video/7468025446131567902,,"Facebook, Instagram, TikTok, Youtube",,💡 Idea,Trend
"NEOGELA: monday, tuesday, wednesday… ogni giorno con una bevanda diversa",Neogela,,,,,03/11/2025,15/09/2025,Reel,https://www.tiktok.com/@davssxo/video/7511756709199744278,,"Facebook, Instagram, TikTok, Youtube",,✅ Pubblicato,Trend
NEOGELA: preparo un cappuccino,Neogela,,,,,,05/12/2025,Reel,https://www.tiktok.com/@littlecitycoffeemon/video/7520417419798596894,,"Facebook, Instagram, TikTok, Youtube",,Spostato in Notion MUVI Lab,Trend
NEOGELA: polvere dal telefono,Neogela,,,,,,,Reel,https://www.tiktok.com/@nododonuts/video/7368649193054866696,,"Facebook, Instagram, TikTok, Youtube",,💡 Idea,Trend
NEOGELA: doppia intervista Giulia e Dottore - come sono arrivati ad occuparsi di osteoporosi,Neogela,,,"Perché ci occupiamo di osteoporosi da 15 anni
Giornata Mondiale dell’Osteoporosi 2025 ","Oggi celebriamo la Giornata Mondiale dell’Osteoporosi 🩺

Si stima che nel mondo oltre 200 milioni di persone soffrano di questa patologia, senza contare i casi mai diagnosticati. 
C’è ancora troppa poca informazione sull’osteoporosi e troppa confusione in chi si ritrova ad affrontarla. 

Il nostro medico referente, il Dott. Daniele Zeggio, e la nostra titolare Giulia illustrano i motivi che in oltre 15 anni ci hanno spinto a non arrenderci, prendendo a cuore questo tema e aiutando quante più persone possibile a diventare più consapevoli e migliorare la loro salute. 💪

Per noi, diffondere il sapere e condividere strumenti per il benessere è un dovere morale. 

Grazie a chi ci ha dato e continua ogni giorno a darci fiducia 💙",20/10/2025,15/09/2025,Reel,,,"Facebook, Instagram, TikTok, Youtube",,🗓️ Programmato,Aziendale
LYNUP: va assunto a cicli?,,,,"Va assunto a cicli? ","Va assunto in modo continuativo o a cicli? 🤔
Ci avete fatto spesso questa domanda è la risposta è: dipende dalla condizione di salute che affronti. 

➡️ In caso di patologie osteoarticolari, si consigliano almeno 3 cicli da 80gg all’anno. O meglio ancora un’assunzione continuativa fino al controllo successivo per valutare i risultati. 

➡️ Se assumi Lynup come prevenzione, 2 cicli all’anno di 80 giorno sono sufficienti per mantenerti in buona salute.

E tu? Stai già assumendo Lynup? Da quanto tempo? 🗨️",06/10/2025,29/08/2025,Reel,,,"Facebook, Instagram, TikTok",,✅ Pubblicato,Domande dal blog
LYNUP: la quantità di ingredienti in una capsula è sufficiente?,,,,Il quantitativo di una capsula è sufficiente?,"Il contenuto di una capsula basterà? 🤔

È la domanda legittima che in molti si fanno davanti alla scelta di un integratore.
Ma c’è qualcosa che spesso si dimentica di valutare:

⚠️ gli integratori vanno abbinati alla dieta ⚠️

Un buon integratore valuta il dosaggio tenendo conto dell’apporto dei nutrienti mediante una corretta dieta. Prendere un integratore infatti non significa “smettere di mangiare” ma dare un supporto in più all’organismo per raggiungere il proprio fabbisogno, soprattutto in caso di patologie o condizioni che richiedono un maggiore apporto di specifici nutrienti. 💪

Quando devi valutare un integratore quindi chiediti sempre: 
é stato formulato su basi scientifiche? 🩺

Se hai domande, scrivile nei commenti 💭",29/12/2025,16/10/2025,Reel,,,"Facebook, Instagram, TikTok",,✅ Pubblicato,Domande dal blog
"LYNUP: seguo una terapia farmacologica per osteoporosi, posso prendere Lynup?",,,,,,,17/11/2025,Reel,,,"Facebook, Instagram, TikTok",,💻 Da montare,Domande dal blog
LYNUP: perché in menopausa si hanno dolori articolari,,,,,,,,Reel,,,"Facebook, Instagram, TikTok",,💡 Idea,Informativo
"LYNUP: dolori articolari, quando preoccuparsi?",,,,Dolori articolari: quando preoccuparsi,"Dolori articolari? Chi non ne soffre al giorno d’oggi. 
Ma quando dobbiamo preoccuparci davvero? 🤔

Il dolore articolare può insorgere per vari motivi e a tutte le età, a volte dopo sforzi intensi o movimenti inusuali. 
Se tuttavia il dolore persiste e addirittura si presenta anche a riposo, qualcosa nel tuo corpo non sta funzionando correttamente. ❌

Potrebbe trattarsi di infiammazione cronica, usura delle cartilagini o ossa fragili: tutte condizioni che, se non trattate, sono destinate a peggiorare con il tempo. 

E tu? Soffri di dolori articolari? Condivi la tua esperienza nei commenti e seguici per ricevere pratici consigli per la tua salute articolare 🦵",24/11/2025,29/08/2025,Reel,,,"Facebook, Instagram, TikTok",,🗓️ Programmato,Informativo
LYNUP: come ridurre il dolore articolare tipico della menopausa,,,,3 consigli per ridurre i sintomi della menopausa,"È arrivata la menopausa e con lei diversi fastidiosi sintomi di cui avresti volentieri fatto a meno: dolori articolari, rigidità, stanchezza. 🤷

Il calo degli estrogeni ha una grande influenza sulla salute di ogni donna ma ciò non vuol dire che tu non possa fare nulla per migliorare la situazione. 

Ecco 3 consigli che puoi applicare ogni giorno per sentirti meglio: 
✅ muoviti regolarmente per lubrificare le articolazioni
✅ mangia in modo equilibrato per ridurre lo stato infiammatorio
✅ introduci ogni giorni i nutrienti essenziali per la tua salute ossea

Fai il primo passo: il tuo corpo ti ringrazierà 💜",02/12/2025,16/10/2025,Reel,,,"Facebook, Instagram, TikTok",,🗓️ Programmato,Consigli
LYNUP: quanto magnesio assumere in menopausa,,,,Magnesio in menopausa: ne assumi abbastanza?,"Sbalzi d’umore, insonnia, crampi muscolari, stanchezza sono sintomi tipici della menopausa… ma sapevi che possono essere accentuati da una carenza di magnesio? 🧐

Assumere la giusta quantità quotidiana di magnesio è importante per: 
✅ ridurre il senso di stanchezza
✅ favorire il riposo
✅ regolare l’umore
✅ rilassare la muscolatura
✅ mantenere in salute il tessuto osseo

Tu sai quanto magnesio assumi ogni giorno? Scrivi nei commenti se lo integri e in quale quantità 😉",03/11/2025,29/08/2025,Reel,,,"Facebook, Instagram, TikTok",,🗓️ Programmato,Domande dal blog
LYNUP: da dove derivano gli ingredienti di Lynup,,,,,,,,Reel,,,"Facebook, Instagram, TikTok",,💡 Idea,Differenziazione
LYNUP: assumo già collagene e vitamina D: posso prendere Lynup?,,,,,,,16/10/2025,Reel,,,"Facebook, Instagram, TikTok",,💻 Da montare,Domande dal blog
